link_id,from_node,to_node,avg_queue,avg_inflow_per_min,avg_outflow_per_min,travel_time_min,dominant_phase,free_flow_time,delay_ratio
53,17,19,2960.4233685879317,86.30424744307055,51.687702112985605,39.21989187717334,3,2.0,19.60994593858667
54,18,7,14593.686209683354,422.8399446541041,250.94808119823418,39.82844933154295,3,2.0,19.914224665771474
55,18,16,19738.90644854439,491.14809017205243,220.56161198338583,65.44234360188062,3,3.0,21.814114533960208
56,18,20,35026.54844721402,794.647109866799,279.7171325778354,104.13385177992816,2,4.0,26.03346294498204
57,19,15,12632.533311117906,327.3433663101119,160.2461335038456,56.52820979059057,3,3.0,18.842736596863524
58,19,17,4572.081977849868,115.51310140270705,53.65389543217227,60.14559136129342,3,2.0,30.07279568064671
59,19,20,8762.503991330908,191.94772070790648,60.1138284443584,125.94921451703371,2,4.0,31.487303629258427
60,20,18,31297.91672396172,729.2782983055445,277.75392159538865,91.5709174824838,3,4.0,22.89272937062095
61,20,19,9235.438275495464,200.13817978624917,60.233568671304916,134.68753665296737,2,4.0,33.67188416324184
62,20,21,29703.780164081956,551.0346920473143,63.171287406187204,1998.7817741764027,2,6.0,333.1302956960671
63,20,22,8032.454730573851,179.8917103066471,60.77485825946716,115.288500927459,2,5.0,23.0577001854918
64,21,20,24953.125174874025,469.9956280293721,62.85284192832054,1170.1540197933937,2,6.0,195.0256699655656
65,21,22,16682.601024314077,330.07764022315786,64.12652909349679,255.0805452831157,2,2.0,127.54027264155785
66,21,24,20174.756296921285,386.8952437476494,60.380671120426356,480.18472280988675,2,3.0,160.06157426996225
67,22,15,21029.296263475288,441.0525028098738,116.220060320495,160.4364612761947,2,3.0,53.47882042539823
68,22,20,7465.639593122562,170.07538625545052,60.63134873717689,105.50478948616927,2,5.0,21.100957897233855
69,22,21,10762.795352659698,228.3288891995027,63.187561460248496,139.6010172251033,2,2.0,69.80050861255165
70,22,23,10491.86757567124,221.77602445788628,60.44836499845132,160.00020112887535,2,4.0,40.00005028221884
71,23,14,24739.14087744177,465.1649224614548,61.20709353654633,924.3212073628733,2,4.0,231.08030184071833
72,23,22,5181.748933935951,127.88900222087861,56.377283414445365,69.50918425309949,3,4.0,17.377296063274873
73,23,24,3286.917315575843,93.90347663480195,54.55109696875393,41.28773323373123,3,2.0,20.643866616865616
74,24,13,20160.30362923558,388.4064388463425,62.836856722276956,504.9791169888847,2,4.0,126.24477924722117
75,24,21,20375.87442907704,390.3361954881988,60.40128251971981,490.92543689681133,2,3.0,163.6418122989371
76,24,23,2493.906324785789,80.540038729026,55.174548659966995,31.71017749063855,2,2.0,15.855088745319275
