link_id,from_node,to_node,avg_queue,avg_inflow_per_min,avg_outflow_per_min,travel_time_min,dominant_phase,free_flow_time,delay_ratio
54,18,7,15541.556640625,439.79052734375,251.70460510253906,42.32905960083008,3,2.0,21.16452980041504
55,18,16,15393.8349609375,411.7480163574219,214.12161254882812,51.05018615722656,3,3.0,17.01672871907552
56,18,20,34345.4765625,782.8522338867188,279.54473876953125,101.78765869140625,2,4.0,25.446914672851562
57,19,15,13426.1640625,341.8467102050781,161.42335510253906,60.079368591308594,3,3.0,20.026456197102863
58,19,17,4859.81005859375,120.78662109375,54.10335159301758,63.9742546081543,3,2.0,31.98712730407715
59,19,20,9893.0146484375,211.47747802734375,60.36463165283203,147.48716735839844,2,4.0,36.87179183959961
60,20,18,25837.146484375,628.082763671875,267.157958984375,74.27294921875,3,4.0,18.5682373046875
61,20,19,8223.814453125,182.61842346191406,59.977447509765625,116.44290924072266,2,4.0,29.110727310180664
62,20,21,32219.033203125,593.8759765625,63.29446792602539,2601.444091796875,2,6.0,433.5740152994792
63,20,22,6113.80712890625,145.72825622558594,59.010108947753906,83.87631225585938,3,5.0,16.775262451171876
64,21,20,22433.9296875,427.003173828125,62.67075729370117,863.5813598632812,2,6.0,143.93022664388022
65,21,22,15531.962890625,310.32830810546875,63.963958740234375,228.38868713378906,2,2.0,114.19434356689453
66,21,24,22355.005859375,424.1334533691406,60.55900573730469,608.87109375,2,3.0,202.95703125
67,22,15,22111.8359375,459.70751953125,116.42654418945312,171.8873748779297,2,3.0,57.29579162597656
68,22,20,5349.81494140625,131.49305725097656,57.41517639160156,72.61854553222656,3,5.0,14.523709106445313
69,22,21,9550.486328125,207.42062377929688,62.94391632080078,121.18729400634766,2,2.0,60.59364700317383
70,22,23,6250.8525390625,147.7882080078125,58.57844543457031,84.9454345703125,3,4.0,21.236358642578125
71,23,14,22321.48046875,423.9051208496094,61.03236389160156,702.8028564453125,2,4.0,175.70071411132812
72,23,22,4472.34912109375,114.85352325439453,55.211544036865234,59.83316421508789,3,4.0,14.958291053771973
73,23,24,2451.52783203125,79.77408599853516,55.13453674316406,31.200273513793945,2,2.0,15.600136756896973
74,24,13,20374.787109375,392.07598876953125,62.85883331298828,517.6024169921875,2,4.0,129.40060424804688
75,24,21,18176.0,352.6985778808594,60.17584228515625,384.663818359375,2,3.0,128.22127278645834
76,24,23,2279.78076171875,76.6699447631836,54.972415924072266,29.13641929626465,2,2.0,14.568209648132324
